201385001,SS13104,B,hdcn
201385002,SS13104,B,hdcn
201385003,SS13104,B-,hdcn
201385004,SS13104,B,hdcn
201385005,SS13104,B,hdcn
201385006,SS13104,B,hdcn
201385007,SS13104,B,hdcn
201385008,SS13104,B,hdcn
201385009,SS13104,B,hdcn
201385010,SS13104,B,hdcn
201385012,SS13104,B+,hdcn
201385013,SS13104,B,hdcn
201385014,SS13104,B,hdcn
201385015,SS13104,B,hdcn
201385016,SS13104,B,hdcn
201385017,SS13104,B,hdcn
201385018,SS13104,B,hdcn
201385019,SS13104,B,hdcn
201385020,SS13104,B,hdcn
201385021,SS13104,B,hdcn
201385022,SS13104,B,hdcn
201385023,SS13104,B-,hdcn
201385024,SS13104,B-,hdcn
201385025,SS13104,B-,hdcn
201385026,SS13104,B,hdcn
201385027,SS13104,B-,hdcn
201385028,SS13104,B,hdcn
201385029,SS13104,B,hdcn
201385030,SS13104,B,hdcn
201385031,SS13104,B-,hdcn
201385032,SS13104,B,hdcn
201385033,SS13104,B-,hdcn
201385034,SS13104,B,hdcn
201385035,SS13104,B-,hdcn
201385036,SS13104,B,hdcn
201385037,SS13104,B,hdcn
201385038,SS13104,B-,hdcn
201385039,SS13104,B,hdcn
201385040,SS13104,B-,hdcn
201385041,SS13104,B,hdcn
201385042,SS13104,B,hdcn
201385043,SS13104,B,hdcn
201385044,SS13104,B,hdcn
201385045,SS13104,B-,hdcn
201385046,SS13104,B-,hdcn
201385047,SS13104,B,hdcn
201385048,SS13104,B-,hdcn
201385049,SS13104,B,hdcn
201385050,SS13104,B,hdcn
201385051,SS13104,B,hdcn
201385052,SS13104,B,hdcn
201385053,SS13104,B,hdcn
201385054,SS13104,B,hdcn
201385055,SS13104,B,hdcn
201385056,SS13104,B-,hdcn
201385057,SS13104,B+,hdcn
201385058,SS13104,B+,hdcn
201385059,SS13104,B-,hdcn
201385060,SS13104,B,hdcn
201385061,SS13104,B-,hdcn
201385062,SS13104,B+,hdcn
201385064,SS13104,B-,hdcn
