201385001,SS13202,B,dasdas
201385002,SS13202,A-,dasdas
201385003,SS13202,A,dasdas
201385004,SS13202,A,dasdas
201385005,SS13202,A,dasdas
201385006,SS13202,B-,dasdas
201385007,SS13202,A-,dasdas
201385008,SS13202,A-,dasdas
201385009,SS13202,A-,dasdas
201385010,SS13202,B+,dasdas
201385012,SS13202,B,dasdas
201385013,SS13202,A,dasdas
201385014,SS13202,A,dasdas
201385015,SS13202,B-,dasdas
201385016,SS13202,A,dasdas
201385017,SS13202,A,dasdas
201385018,SS13202,A-,dasdas
201385019,SS13202,B+,dasdas
201385020,SS13202,A-,dasdas
201385021,SS13202,B-,dasdas
201385022,SS13202,B-,dasdas
201385023,SS13202,B-,dasdas
201385024,SS13202,B,dasdas
201385025,SS13202,A,dasdas
201385026,SS13202,B,dasdas
201385027,SS13202,A,dasdas
201385028,SS13202,A,dasdas
201385029,SS13202,B-,dasdas
201385030,SS13202,A-,dasdas
201385031,SS13202,B-,dasdas
201385032,SS13202,A,dasdas
201385033,SS13202,B,dasdas
201385034,SS13202,B,dasdas
201385035,SS13202,B,dasdas
201385036,SS13202,B,dasdas
201385037,SS13202,B+,dasdas
201385038,SS13202,B+,dasdas
201385039,SS13202,A-,dasdas
201385040,SS13202,B,dasdas
201385041,SS13202,B,dasdas
201385042,SS13202,A,dasdas
201385043,SS13202,A-,dasdas
201385044,SS13202,B,dasdas
201385045,SS13202,A,dasdas
201385046,SS13202,A-,dasdas
201385047,SS13202,B,dasdas
201385048,SS13202,A-,dasdas
201385049,SS13202,B-,dasdas
201385050,SS13202,B,dasdas
201385051,SS13202,B-,dasdas
201385052,SS13202,B+,dasdas
201385053,SS13202,B,dasdas
201385054,SS13202,B,dasdas
201385055,SS13202,A-,dasdas
201385056,SS13202,B,dasdas
201385057,SS13202,B,dasdas
201385058,SS13202,B,dasdas
201385059,SS13202,A,dasdas
201385060,SS13202,A,dasdas
201385061,SS13202,B,dasdas
201385062,SS13202,A,dasdas
201385064,SS13202,B,dasdas
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
