201385001,SS13102,B+,as
201385002,SS13102,B+,as
201385003,SS13102,B+,as
201385004,SS13102,B,as
201385005,SS13102,B+,as
201385006,SS13102,B+,as
201385007,SS13102,B,as
201385008,SS13102,B+,as
201385009,SS13102,B+,as
201385010,SS13102,B,as
201385012,SS13102,B,as
201385013,SS13102,B,as
201385014,SS13102,B,as
201385015,SS13102,B,as
201385016,SS13102,B+,as
201385017,SS13102,B+,as
201385018,SS13102,B+,as
201385019,SS13102,B+,as
201385020,SS13102,B,as
201385021,SS13102,B+,as
201385022,SS13102,B+,as
201385023,SS13102,B+,as
201385024,SS13102,A-,as
201385025,SS13102,B+,as
201385026,SS13102,A-,as
201385027,SS13102,B+,as
201385028,SS13102,B+,as
201385029,SS13102,B,as
201385030,SS13102,B,as
201385031,SS13102,B-,as
201385032,SS13102,B,as
201385033,SS13102,B-,as
201385034,SS13102,B-,as
201385035,SS13102,B,as
201385036,SS13102,B,as
201385037,SS13102,A-,as
201385038,SS13102,B,as
201385039,SS13102,B,as
201385040,SS13102,B+,as
201385041,SS13102,B+,as
201385042,SS13102,A-,as
201385043,SS13102,B,as
201385044,SS13102,B,as
201385045,SS13102,B+,as
201385046,SS13102,B+,as
201385047,SS13102,A-,as
201385048,SS13102,B+,as
201385049,SS13102,B,as
201385050,SS13102,B+,as
201385051,SS13102,B+,as
201385052,SS13102,A-,as
201385053,SS13102,B,as
201385054,SS13102,B+,as
201385055,SS13102,A-,as
201385056,SS13102,B+,as
201385057,SS13102,B-,as
201385058,SS13102,B+,as
201385059,SS13102,B-,as
201385060,SS13102,B,as
201385061,SS13102,B-,as
201385062,SS13102,B+,as
201385064,SS13102,B-,as
