201385001,SS13204,A-,gsdgb
201385002,SS13204,A-,gsdgb
201385003,SS13204,B+,gsdgb
201385004,SS13204,A-,gsdgb
201385005,SS13204,B+,gsdgb
201385006,SS13204,A-,gsdgb
201385007,SS13204,B-,gsdgb
201385008,SS13204,A-,gsdgb
201385009,SS13204,A-,gsdgb
201385010,SS13204,B+,gsdgb
201385012,SS13204,B+,gsdgb
201385013,SS13204,B+,gsdgb
201385014,SS13204,B-,gsdgb
201385015,SS13204,A-,gsdgb
201385016,SS13204,B+,gsdgb
201385017,SS13204,A-,gsdgb
201385018,SS13204,B,gsdgb
201385019,SS13204,B-,gsdgb
201385020,SS13204,B,gsdgb
201385021,SS13204,B-,gsdgb
201385022,SS13204,A-,gsdgb
201385023,SS13204,A,gsdgb
201385024,SS13204,A,gsdgb
201385025,SS13204,A-,gsdgb
201385026,SS13204,A,gsdgb
201385027,SS13204,A-,gsdgb
201385028,SS13204,A-,gsdgb
201385029,SS13204,A-,gsdgb
201385030,SS13204,A-,gsdgb
201385031,SS13204,B-,gsdgb
201385032,SS13204,B+,gsdgb
201385033,SS13204,A-,gsdgb
201385034,SS13204,A-,gsdgb
201385035,SS13204,A-,gsdgb
201385036,SS13204,A-,gsdgb
201385037,SS13204,A-,gsdgb
201385038,SS13204,A-,gsdgb
201385039,SS13204,A-,gsdgb
201385040,SS13204,A-,gsdgb
201385041,SS13204,A-,gsdgb
201385042,SS13204,B-,gsdgb
201385043,SS13204,B+,gsdgb
201385044,SS13204,B+,gsdgb
201385045,SS13204,A-,gsdgb
201385046,SS13204,B+,gsdgb
201385047,SS13204,A-,gsdgb
201385048,SS13204,A-,gsdgb
201385049,SS13204,A,gsdgb
201385050,SS13204,A-,gsdgb
201385051,SS13204,A,gsdgb
201385052,SS13204,A,gsdgb
201385053,SS13204,A,gsdgb
201385054,SS13204,B+,gsdgb
201385055,SS13204,A,gsdgb
201385056,SS13204,A,gsdgb
201385057,SS13204,A-,gsdgb
201385058,SS13204,A-,gsdgb
201385059,SS13204,A-,gsdgb
201385060,SS13204,A-,gsdgb
201385061,SS13204,A-,gsdgb
201385062,SS13204,A-,gsdgb
201385064,SS13204,A-,gsdgb
