201385001,SS13201,B-,dffgdfgd
201385002,SS13201,B-,dffgdfgd
201385003,SS13201,B-,dffgdfgd
201385004,SS13201,B-,dffgdfgd
201385005,SS13201,B+,dffgdfgd
201385006,SS13201,B-,dffgdfgd
201385007,SS13201,B-,dffgdfgd
201385008,SS13201,A+,dffgdfgd
201385009,SS13201,B-,dffgdfgd
201385010,SS13201,B+,dffgdfgd
201385012,SS13201,B-,dffgdfgd
201385013,SS13201,B-,dffgdfgd
201385014,SS13201,B-,dffgdfgd
201385015,SS13201,A-,dffgdfgd
201385016,SS13201,B+,dffgdfgd
201385017,SS13201,B,dffgdfgd
201385018,SS13201,B-,dffgdfgd
201385019,SS13201,A+,dffgdfgd
201385020,SS13201,B-,dffgdfgd
201385021,SS13201,B,dffgdfgd
201385022,SS13201,B+,dffgdfgd
201385023,SS13201,B-,dffgdfgd
201385024,SS13201,B-,dffgdfgd
201385025,SS13201,B,dffgdfgd
201385026,SS13201,B-,dffgdfgd
201385027,SS13201,B-,dffgdfgd
201385028,SS13201,B,dffgdfgd
201385029,SS13201,B-,dffgdfgd
201385030,SS13201,B-,dffgdfgd
201385031,SS13201,B,dffgdfgd
201385032,SS13201,B,dffgdfgd
201385033,SS13201,B-,dffgdfgd
201385034,SS13201,B-,dffgdfgd
201385035,SS13201,B-,dffgdfgd
201385036,SS13201,B-,dffgdfgd
201385037,SS13201,B-,dffgdfgd
201385038,SS13201,B+,dffgdfgd
201385039,SS13201,B-,dffgdfgd
201385040,SS13201,B,dffgdfgd
201385041,SS13201,B,dffgdfgd
201385042,SS13201,B+,dffgdfgd
201385043,SS13201,B-,dffgdfgd
201385044,SS13201,B-,dffgdfgd
201385045,SS13201,B,dffgdfgd
201385046,SS13201,B-,dffgdfgd
201385047,SS13201,B,dffgdfgd
201385048,SS13201,B-,dffgdfgd
201385049,SS13201,B-,dffgdfgd
201385050,SS13201,B-,dffgdfgd
201385051,SS13201,B-,dffgdfgd
201385052,SS13201,B-,dffgdfgd
201385053,SS13201,B+,dffgdfgd
201385054,SS13201,B-,dffgdfgd
201385055,SS13201,B-,dffgdfgd
201385056,SS13201,B-,dffgdfgd
201385057,SS13201,B-,dffgdfgd
201385058,SS13201,B-,dffgdfgd
201385059,SS13201,B-,dffgdfgd
201385060,SS13201,B-,dffgdfgd
201385061,SS13201,B-,dffgdfgd
201385062,SS13201,A-,dffgdfgd
201385064,SS13201,B-,dffgdfgd
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
