201385001,SS13203,B,dsfwsfsfs
201385002,SS13203,B+,dsfwsfsfs
201385003,SS13203,B+,dsfwsfsfs
201385004,SS13203,B+,dsfwsfsfs
201385005,SS13203,B+,dsfwsfsfs
201385006,SS13203,B+,dsfwsfsfs
201385007,SS13203,B,dsfwsfsfs
201385008,SS13203,B+,dsfwsfsfs
201385009,SS13203,B+,dsfwsfsfs
201385010,SS13203,A,dsfwsfsfs
201385012,SS13203,A,dsfwsfsfs
201385013,SS13203,A,dsfwsfsfs
201385014,SS13203,A,dsfwsfsfs
201385015,SS13203,B-,dsfwsfsfs
201385016,SS13203,A,dsfwsfsfs
201385017,SS13203,A,dsfwsfsfs
201385018,SS13203,A,dsfwsfsfs
201385019,SS13203,A,dsfwsfsfs
201385020,SS13203,A,dsfwsfsfs
201385021,SS13203,A,dsfwsfsfs
201385022,SS13203,A,dsfwsfsfs
201385023,SS13203,A,dsfwsfsfs
201385024,SS13203,A,dsfwsfsfs
201385025,SS13203,A,dsfwsfsfs
201385026,SS13203,A,dsfwsfsfs
201385027,SS13203,A,dsfwsfsfs
201385028,SS13203,A,dsfwsfsfs
201385029,SS13203,A,dsfwsfsfs
201385030,SS13203,B+,dsfwsfsfs
201385031,SS13203,B+,dsfwsfsfs
201385032,SS13203,B,dsfwsfsfs
201385033,SS13203,B,dsfwsfsfs
201385034,SS13203,B+,dsfwsfsfs
201385035,SS13203,B,dsfwsfsfs
201385036,SS13203,B,dsfwsfsfs
201385037,SS13203,B+,dsfwsfsfs
201385038,SS13203,B+,dsfwsfsfs
201385039,SS13203,B,dsfwsfsfs
201385040,SS13203,A,dsfwsfsfs
201385041,SS13203,A,dsfwsfsfs
201385042,SS13203,A,dsfwsfsfs
201385043,SS13203,A,dsfwsfsfs
201385044,SS13203,A,dsfwsfsfs
201385045,SS13203,A,dsfwsfsfs
201385046,SS13203,A,dsfwsfsfs
201385047,SS13203,A,dsfwsfsfs
201385048,SS13203,A,dsfwsfsfs
201385049,SS13203,A,dsfwsfsfs
201385050,SS13203,A,dsfwsfsfs
201385051,SS13203,A,dsfwsfsfs
201385052,SS13203,A,dsfwsfsfs
201385053,SS13203,A,dsfwsfsfs
201385054,SS13203,B-,dsfwsfsfs
201385055,SS13203,A,dsfwsfsfs
201385056,SS13203,A,dsfwsfsfs
201385057,SS13203,A,dsfwsfsfs
201385058,SS13203,B,dsfwsfsfs
201385059,SS13203,B,dsfwsfsfs
201385060,SS13203,B,dsfwsfsfs
201385061,SS13203,B+,dsfwsfsfs
201385062,SS13203,B,dsfwsfsfs
201385064,SS13203,B,dsfwsfsfs
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
